,ID_SKU_VENTA,DESCR_CENDIST,DELTA
624,1007,COPIAPO,-8.88E-16
625,1007,COQUIMBO,1.396962853
626,1007,COYHAIQUE,-4.44E-16
627,1007,CURAUMA,5.999004265
628,1007,ILLAPEL,-0.852707995
629,1007,IQUIQUE,2.115198212
630,1007,LLAY LLAY,-5.858704083
631,1007,LOS ANGELES,-2.393375761
632,1007,OSORNO,-2.316827205
633,1007,OVALLE,-1.680089478
634,1007,PUERTO MONTT,1.581241317
635,1007,RANCAGUA,-7.530148623
636,1007,SANTIAGO SUR,7.085172596
637,1007,TALCA,-2.66E-15
638,1007,TALCAHUANO,4.327944792
639,1007,TEMUCO,8.88E-16
640,1007,VALDIVIA,2.112689215
641,1014,ANTOFAGASTA,0.41338138
642,1014,ARICA,-0.574866012
643,1014,CALAMA,-0.56946775
644,1014,CASTRO,-0.384751986
645,1014,CHILLAN,-0.831979564
646,1014,COPIAPO,0
647,1014,COQUIMBO,0.301522046
648,1014,COYHAIQUE,0
649,1014,CURAUMA,1.279743733
650,1014,ILLAPEL,-0.219689323
651,1014,IQUIQUE,0.408736571
652,1014,LLAY LLAY,-1.324886294
653,1014,LOS ANGELES,-0.735903437
654,1014,OSORNO,-0.667189463
655,1014,OVALLE,-0.433574232
656,1014,PUERTO MONTT,0.287658557
657,1014,RANCAGUA,-1.792126917
658,1014,SANTIAGO SUR,1.493706902
659,1014,TALCA,2.22E-16
660,1014,TALCAHUANO,1.248681083
661,1014,TEMUCO,0
662,1014,VALDIVIA,0.512629661
663,1016,ANTOFAGASTA,0.700761191
664,1016,ARICA,-1.078139871
665,1016,CALAMA,-1.018240368
666,1016,CASTRO,-0.542202637
667,1016,CHILLAN,-1.476249052
668,1016,COPIAPO,0
669,1016,COQUIMBO,0.580757909
670,1016,COYHAIQUE,0
671,1016,CURAUMA,2.855987891
672,1016,ILLAPEL,-0.370491298
673,1016,IQUIQUE,0.917812007
674,1016,LLAY LLAY,-2.89381694
675,1016,LOS ANGELES,-1.699938409
676,1016,OSORNO,-1.127564965
677,1016,OVALLE,-0.894301819
678,1016,PUERTO MONTT,0.393802338
679,1016,RANCAGUA,-4.193466395
680,1016,SANTIAGO SUR,3.799620143
681,1016,TALCA,0
682,1016,TALCAHUANO,2.64393954
683,1016,TEMUCO,-4.44E-16
684,1016,VALDIVIA,0.872739742
685,1018,ANTOFAGASTA,0.248472475
686,1018,ARICA,-2.769472915
687,1018,CALAMA,-0.388717859
688,1018,CASTRO,-0.45529234
689,1018,CHILLAN,-1.079454276
690,1018,COPIAPO,0
691,1018,COQUIMBO,0.256274366
