,ID_SKU_VENTA,DESCR_CENDIST,MEDIA,STD,COEF_VAR,SS,STOCK_TEORICO,PORCENTAJE_SS_DEL_TOTAL
0,515,ANTOFAGASTA,0.6201246995192305,1.0041381443337596,1.6192519748241707,1.6568279381507032,2.276952637669934,0.7276514718576577
1,515,COPIAPO,0.22506009615384615,0.4633612701347423,2.058833520705504,0.7645460957223248,0.9896061918761709,0.7725761035031925
2,515,COQUIMBO,0.9305288461538456,1.629457993984773,1.7511095982889848,2.6886056900748754,3.619134536228721,0.7428863622396605
3,515,COYHAIQUE,0.04732572115384614,0.12793920943616935,2.703375803197281,0.21109969556967942,0.25842541672352554,0.8168689374525526
4,515,CURAUMA,0.1049579326923078,0.271470177355293,2.586466505119995,0.44792579263623344,0.5528837253285412,0.8101627378705379
5,515,IQUIQUE,0.08539663461538471,0.2325855796861676,2.7235918690906575,0.3837662064821765,0.46916284109756123,0.8179808221477909
6,515,LOS ANGELES,0.6042968749999997,1.0194802442016913,1.6870519878192183,1.6821424029327905,2.2864392779327902,0.735703947691821
7,515,PUERTO MONTT,0.541826923076923,0.9168601741341293,1.6921642965385884,1.5128192873213133,2.0546462103982366,0.7362918636138798
8,515,SANTIAGO SUR,2.3997295673076913,3.9302049447228917,1.637769938023589,6.484838158792771,8.884567726100462,0.7298991193169777
9,515,TALCA,1.2035456730769234,1.976783354625502,1.6424664213795548,3.2616925351320782,4.465238208209001,0.7304632772190528
10,515,TALCAHUANO,1.946874999999999,3.0514768524021445,1.5673717379914716,5.034936806463538,6.981811806463536,0.7211504615180769
11,515,TEMUCO,0.620282451923077,1.018687960466204,1.6422969202303574,1.6808351347692365,2.3011175866923135,0.7304429571481885
12,515,VALDIVIA,0.4309795673076924,0.7229172554214585,1.6773817374626043,1.1928134714454064,1.6237930387530988,0.734584668721921
13,592,ANTOFAGASTA,3.498790564903847,5.0112631951588105,1.432284414342054,8.268584272012037,11.767374836915884,0.702670254547543
14,592,ARICA,0.7879206730769233,1.3980769854473594,1.7743879976999508,2.306827025988143,3.094747699065066,0.7454006756948371
15,592,CASTRO,1.4462740384615387,2.578431481415646,1.7828097669224776,4.254411944335816,5.700685982797355,0.7462982450136914
16,592,CHILLAN,5.415324519230772,9.100375523676872,1.6804857199896024,15.015619614066837,20.430944133297608,0.7349449695569833
17,592,COPIAPO,6.752013221153847,10.315971532321196,1.5278363940404587,17.021353028329973,23.77336624948382,0.7159841332398413
18,592,COQUIMBO,13.45733173076923,20.65550807582734,1.5348888241047065,34.081588325115106,47.53892005588433,0.7169197004275766
19,592,COYHAIQUE,0.21349158653846156,0.41337510746517875,1.9362594759241587,0.6820689273175449,0.8955605138560064,0.7616112108167511
20,592,CURAUMA,16.814723557692307,25.171905800321095,1.4970157382578906,41.5336445705298,58.348368128222106,0.7118218709948924
21,592,ILLAPEL,2.5606370192307693,5.735768723967985,2.2399772716287,9.464018394547175,12.024655413777944,0.7870511103131678
22,592,IQUIQUE,0.6003004807692306,1.0239490370233018,1.7057274978544146,1.689515911088448,2.2898163918576784,0.7378390324639873
23,592,LLAY LLAY,8.523046874999999,13.697671565601938,1.6071331962024367,22.601158083243195,31.124204958243194,0.7261601738442901
24,592,LOS ANGELES,6.013942307692304,10.292654024025094,1.7114653745281165,16.982879139641405,22.99682144733371,0.7384881070862265
25,592,OSORNO,6.063792067307698,9.594608384994414,1.5822785937404984,15.831103835240782,21.89489590254848,0.7230499704453084
26,592,OVALLE,5.906670673287261,9.124027153936414,1.5446988089584122,15.054644803995082,20.96131547728234,0.7182108785257849
27,592,PUERTO MONTT,4.43936298076923,6.784806047008509,1.52832874365071,11.194929977564039,15.634292958333269,0.7160496485130148
28,592,RANCAGUA,8.911328125000006,14.31283663527398,1.6061395601762751,23.616180448202066,32.52750857320207,0.7260371754281346
29,592,SANTIAGO SUR,30.685156249999995,49.042107993168266,1.5982355635933343,80.91947818872764,111.60463443872763,0.7250548204891389
30,592,TALCA,14.082241586538466,22.62458124668333,1.6066036864692537,37.33055905702749,51.41280064356596,0.7260946416016576
31,592,TALCAHUANO,13.385606971153845,21.066199723261914,1.5737948804757114,34.759229543382155,48.144836514535996,0.7219721170490956
32,592,TEMUCO,8.767668269230777,13.776509355413168,1.5712854241714869,22.731240436431726,31.4989087056625,0.7216516816135085
33,592,VALDIVIA,4.68419471153846,7.6383393437810945,1.6306622192638072,12.603259917238805,17.287454628777265,0.729040809527795
34,595,ANTOFAGASTA,0.8601923076923073,1.6233814189292146,1.8872308022427722,2.678579341233204,3.538771648925511,0.756923477118539
35,595,CASTRO,0.8228365384615379,1.5632911785679093,1.8998806026416906,2.57943044463705,3.4022669830985883,0.7581505088962343
36,595,COPIAPO,0.6372355769230771,1.3777643874672307,2.1620958360797005,2.2733112393209307,2.9105468162440076,0.7810598429935532
37,595,COQUIMBO,1.939975961538461,4.366217290633203,2.2506553571780636,7.204258529544784,9.144234491083246,0.7878470895043016
38,595,COYHAIQUE,0.7374399038461545,1.6780561669361758,2.275515819233798,2.76879267544469,3.5062325792908444,0.7896774138139729
39,595,CURAUMA,3.907548076923075,7.380262078616843,1.8887194561220322,12.17743242971779,16.084980506640864,0.7570685226935898
40,595,IQUIQUE,0.24466346153846172,0.7712968323369938,3.1524806666554253,1.2726397733560397,1.5173032348945015,0.8387511105810874
41,595,PUERTO MONTT,1.286586538461538,2.681897622304278,2.0845062046982177,4.425131076802058,5.711717615263597,0.7747461227734099
